,nodeA,nodeB,weight
2917,2423,853,1
2918,2423,550,1
2919,2423,862,1
2920,2423,1732,1
2921,2423,1644,1
2922,2423,1191,1
2923,2423,2225,1
2924,2423,2627,1
2925,2423,881,1
2926,2423,2657,1
2927,2423,1161,1
2928,2423,1601,1
2929,1422,550,1
2930,1422,1657,1
2931,1422,1273,1
2932,1422,1223,1
2933,1422,1237,1
2934,2428,2042,1
2935,2428,116,1
2936,2428,225,1
2937,2428,760,1
2938,2428,44,1
2939,2428,2021,1
2940,2428,1860,1
2941,2430,1860,1
2942,1111,1101,1
2943,1111,1412,1
2944,1111,2292,1
2945,2341,2425,1
2946,2341,559,1
2947,2341,623,1
2948,2341,788,1
2949,2341,1757,1
2950,2341,1842,1
2951,2215,1877,1
2952,2215,2650,1
2953,2215,344,1
2954,2215,2057,1
2955,2215,675,1
2956,2346,397,1
2957,2346,1967,1
2958,4,170,1
2959,787,1437,1
2960,788,2425,1
2961,788,945,1
2962,788,2323,1
2963,788,1414,1
2964,788,1268,1
2965,415,995,1
2966,415,789,1
2967,415,2664,1
2968,415,2103,1
2969,415,1737,1
2970,415,1832,1
2971,415,1836,1
2972,415,209,1
2973,415,1790,1
2974,415,2353,1
2975,415,712,1
2976,671,1599,1
2977,759,93,1
2978,759,95,1
2979,759,161,1
2980,759,99,1
2981,759,292,1
2982,759,23,1
2983,1006,472,1
2984,1006,242,1
2985,1006,876,1
2986,1006,2040,1
2987,1006,1025,1
2988,1006,650,1
2989,194,673,1
2990,1138,1597,1
2991,1138,1420,1
2992,1138,806,1
2993,284,64,1
2994,1148,1597,1
2995,1148,1355,1
2996,285,231,1
2997,285,1148,1
2998,632,683,1
2999,632,401,1
3000,1569,1073,1
3001,1569,1609,1
3002,1569,1721,1
3003,1569,1726,1
3004,1569,1008,1
3005,1569,1010,1
3006,1569,1011,1
3007,1569,877,1
3008,1569,1486,1
3009,1569,430,1
3010,1569,1587,1
3011,1569,208,1
3012,1569,1327,1
3013,1569,1679,1
3014,1569,1684,1
3015,1569,1182,1
3016,1570,1109,1
3017,1570,1111,1
3018,1570,634,1
3019,1570,1164,1
3020,634,2593,1
3021,634,1513,1
3022,634,430,1
3023,634,686,1
3024,1582,2677,1
3025,1582,1545,1
3026,1582,632,1
3027,1591,1701,1
3028,1591,33,1
3029,1591,36,1
3030,1701,33,1
3031,1701,832,1
3032,167,559,1
3033,1018,1142,1
3034,1527,2420,1
3035,1527,1543,1
3036,1527,2524,1
3037,1527,2525,1
3038,1527,2221,1
3039,1527,1086,1
3040,1527,2166,1
3041,1527,827,1
3042,1527,2561,1
3043,1527,1240,1
3044,1527,909,1
3045,1527,971,1
3046,1527,2076,1
3047,1527,419,1
3048,1527,1747,1
3049,1527,2088,1
3050,1527,260,1
3051,1527,211,1
3052,78,2681,1
3053,78,469,1
3054,1857,2681,1
3055,1867,1754,1
3056,1869,1754,1
3057,1869,2409,1
3058,88,762,1
3059,88,587,1
3060,88,116,1
3061,88,225,1
3062,88,760,1
3063,88,44,1
3064,88,682,1
3065,88,208,1
3066,88,371,1
3067,2506,2416,1
3068,2506,2575,1
3069,2506,2458,1
3070,1812,2364,1
3071,1812,862,1
3072,1812,1513,1
3073,1812,1407,1
3074,1812,1155,1
3075,1812,783,1
3076,1812,785,1
3077,1374,869,1
3078,2605,1401,1
3079,2605,2502,1
3080,2605,951,1
3081,955,1280,1
3082,219,402,1
3083,219,1325,1
3084,219,1738,1
3085,219,38,1
3086,219,2563,1
3087,219,1689,1
3088,219,563,1
3089,219,846,1
3090,219,757,1
3091,219,1404,1
3092,219,712,1
3093,2612,724,1
3094,2612,1903,1
3095,2612,2625,1
3096,2612,26,1
3097,791,1661,1
3098,792,1095,1
3099,798,1433,1
3100,798,1095,1
3101,798,792,1
3102,798,507,1
3103,798,1105,1
3104,1564,899,1
3105,1565,899,1
3106,1565,1088,1
3107,2041,1744,1
3108,2049,2218,1
3109,2049,2410,1
3110,2049,2306,1
3111,726,1418,1
3112,726,1068,1
3113,751,544,1
3114,751,8,1
3115,751,435,1
3116,382,29,1
3117,382,2132,1
3118,382,1837,1
3119,2401,1988,1
3120,727,1799,1
3121,846,781,1
3122,846,2173,1
3123,846,1533,1
3124,846,2204,1
3125,846,219,1
3126,846,757,1
3127,144,188,1
3128,144,444,1
3129,144,2102,1
3130,2634,1876,1
3131,2634,1197,1
3132,847,1402,1
3133,847,1468,1
3134,847,710,1
3135,847,848,1
3136,847,1032,1
3137,848,1388,1
3138,848,1739,1
3139,848,1400,1
3140,848,1468,1
3141,848,1607,1
3142,848,1223,1
3143,848,847,1
3144,848,1032,1
3145,134,1782,1
3146,134,505,1
3147,1321,1041,1
3148,1321,1190,1
3149,1321,297,1
3150,1321,1222,1
3151,1321,814,1
3152,1321,1080,1
3153,2444,2257,1
3154,2444,500,1
3155,538,402,1
3156,538,2309,1
3157,538,487,1
3158,538,1738,1
3159,538,1689,1
3160,538,2165,1
3161,538,2193,1
3162,538,1204,1
3163,538,1036,1
3164,237,329,1
3165,237,1060,1
3166,654,135,1
3167,654,1260,1
3168,661,1191,1
3169,1586,1388,1
3170,1595,1862,1
3171,1595,1863,1
3172,1595,1657,1
3173,1595,1824,1
3174,1595,1576,1
3175,1595,836,1
3176,1595,1301,1
3177,1595,1776,1
3178,1595,2346,1
3179,1595,1964,1
3180,1595,2675,1
3181,1595,151,1
3182,2657,1161,1
3183,1702,1199,1
3184,1702,1161,1
3185,2675,1862,1
3186,2675,1824,1
3187,2675,1256,1
3188,2675,1964,1
3189,2135,2012,1
3190,2135,2023,1
3191,2135,2333,1
3192,2135,134,1
3193,2135,2583,1
3194,2123,2482,1
3195,2243,831,1
3196,2243,2244,1
3197,2243,2245,1
3198,2494,2063,1
3199,1488,206,1
3200,1488,1668,1
3201,1490,206,1
3202,1490,1488,1
3203,1767,2257,1
3204,1767,500,1
3205,22,2257,1
3206,22,1790,1
3207,1768,2257,1
3208,803,357,1
3209,803,53,1
3210,803,1563,1
3211,803,1439,1
3212,18,890,1
3213,18,866,1
3214,18,1932,1
3215,18,127,1
3216,208,2343,1
3217,208,1270,1
3218,2136,2148,1
3219,2148,2136,1
3220,1267,1335,1
3221,1267,1500,1
3222,1275,2617,1
3223,1275,2290,1
3224,1275,2291,1
3225,2290,2213,1
3226,2291,2290,1
3227,107,898,1
3228,107,250,1
3229,107,498,1
3230,107,108,1
3231,107,1937,1
3232,108,898,1
3233,108,498,1
3234,108,304,1
3235,930,1254,1
3236,930,1062,1
3237,930,805,1
3238,1924,2327,1
3239,1541,1395,1
3240,2530,2415,1
3241,2530,2090,1
3242,2665,2395,1
3243,909,827,1
3244,1894,2144,1
3245,1894,2524,1
3246,1894,827,1
3247,1894,1527,1
3248,1894,909,1
3249,913,827,1
3250,913,909,1
3251,2040,2004,1
3252,2040,2360,1
3253,2040,672,1
3254,2040,1924,1
3255,159,2172,1
3256,159,2066,1
3257,159,2543,1
3258,159,2674,1
3259,985,2038,1
3260,985,2066,1
3261,985,159,1
3262,985,1102,1
3263,1102,1370,1
3264,1102,1479,1
3265,1102,1413,1
3266,2084,2615,1
3267,364,590,1
3268,364,366,1
3269,365,590,1
3270,365,2572,1
3271,365,364,1
3272,366,590,1
3273,954,1461,1
3274,954,1591,1
3275,954,450,1
3276,1237,1521,1
3277,1327,1165,1
3278,431,2137,1
3279,431,156,1
3280,887,1531,1
3281,887,983,1
3282,1178,995,1
3283,1178,854,1
3284,1178,956,1
3285,1178,1476,1
3286,1178,1736,1
3287,1178,1737,1
3288,1178,1688,1
3289,1178,1690,1
3290,1178,1230,1
3291,1178,1231,1
3292,1178,1232,1
3293,1178,1362,1
3294,1178,1034,1
3295,1178,1099,1
3296,2175,1745,1
3297,2175,1009,1
3298,2175,1719,1
3299,2175,1940,1
3300,2175,2249,1
3301,2175,2250,1
3302,2175,1362,1
3303,2175,2087,1
3304,2175,2206,1
3305,2175,120,1
3306,2175,2259,1
3307,1184,141,1
3308,1184,781,1
3309,1184,1362,1
3310,1184,1784,1
3311,1184,2199,1
3312,1184,844,1
3313,1184,120,1
3314,1184,860,1
3315,752,1621,1
3316,2113,2623,1
3317,1963,2195,1
3318,1377,313,1
3319,1377,1642,1
3320,1377,288,1
3321,1475,1642,1
3322,691,1557,1
3323,964,1673,1
3324,964,1432,1
3325,964,1140,1
3326,964,965,1
3327,964,966,1
3328,964,1481,1
3329,964,902,1
3330,965,1673,1
3331,965,1432,1
3332,965,1590,1
3333,965,1140,1
3334,965,1253,1
3335,965,966,1
3336,965,981,1
3337,965,177,1
3338,965,1481,1
3339,965,1060,1
3340,966,1673,1
3341,966,1131,1
3342,966,1140,1
3343,966,1481,1
3344,983,1531,1
3345,983,1302,1
3346,983,928,1
3347,983,1002,1
3348,983,1735,1
3349,2687,636,1
3350,2687,2174,1
3351,2687,764,1
3352,764,769,1
3353,764,1581,1
3354,764,636,1
3355,764,2174,1
3356,764,1311,1
3357,2334,1588,1
3358,2334,1917,1
3359,2334,2332,1
3360,2334,2103,1
3361,2334,54,1
3362,2334,1832,1
3363,2334,1836,1
3364,2334,209,1
3365,2334,1790,1
3366,2334,2353,1
3367,2334,602,1
3368,1161,2324,1
3369,2149,1955,1
3370,2149,2188,1
3371,2391,2548,1
3372,2391,507,1
3373,2394,2427,1
3374,507,1888,1
3375,507,2548,1
3376,507,2391,1
3377,86,652,1
3378,86,249,1
3379,86,373,1
3380,2128,2479,1
3381,2128,2030,1
3382,2130,2030,1
3383,2131,2319,1
3384,2131,2030,1
3385,367,440,1
3386,1265,921,1
3387,1265,1725,1
3388,1523,813,1
3389,1523,815,1
3390,1523,1136,1
3391,1523,343,1
3392,1523,880,1
3393,1523,1060,1
3394,1000,931,1
3395,25,1181,1
3396,25,1897,1
3397,25,778,1
3398,25,20,1
3399,25,456,1
3400,120,1959,1
3401,1939,2307,1
3402,142,823,1
3403,142,1318,1
3404,142,1547,1
3405,142,520,1
3406,142,1283,1
3407,142,230,1
3408,142,227,1
3409,142,391,1
3410,2397,2203,1
3411,2397,2405,1
3412,2405,2203,1
3413,1411,2203,1
3414,245,172,1
3415,712,681,1
3416,712,2664,1
3417,712,1965,1
3418,712,54,1
3419,712,1036,1
3420,1662,1036,1
3421,2047,2111,1
3422,1177,1180,1
3423,1177,1627,1
3424,1177,1620,1
3425,2327,2015,1
3426,2327,1924,1
3427,2327,2034,1
3428,2429,2281,1
3429,2429,2624,1
3430,2429,2317,1
3431,2429,2152,1
3432,2429,1143,1
3433,2437,2433,1
3434,2447,2010,1
3435,1548,1291,1
3436,1548,1374,1
3437,849,1720,1
3438,860,1940,1
3439,878,1023,1
3440,878,1472,1
3441,981,1140,1
3442,177,885,1
3443,177,1489,1
3444,177,1959,1
3445,2095,2230,1
3446,2466,2240,1
3447,2466,1830,1
3448,2466,831,1
3449,2473,434,1
3450,2473,1192,1
3451,1601,1155,1
3452,1601,224,1
3453,1601,1428,1
3454,1601,1429,1
3455,675,2339,1
3456,675,1442,1
3457,675,1445,1
3458,675,597,1
3459,675,1429,1
3460,1121,806,1
3461,1121,1138,1
3462,1121,643,1
3463,1121,1046,1
3464,1121,1640,1
3465,334,267,1
3466,334,20,1
3467,455,374,1
3468,551,482,1
3469,551,2215,1
3470,551,2473,1
3471,339,1549,1
3472,339,270,1
3473,339,1602,1
3474,339,495,1
3475,342,1945,1
3476,342,2546,1
3477,342,270,1
3478,342,276,1
3479,342,1993,1
3480,342,467,1
3481,342,339,1
3482,342,776,1
3483,342,495,1
3484,342,729,1
3485,1452,1375,1
3486,1452,1289,1
3487,1452,560,1
3488,1025,1388,1
3489,1025,1712,1
3490,1025,1449,1
3491,1025,876,1
3492,1027,1388,1
3493,1027,56,1
3494,1257,1872,1
3495,1257,1719,1
3496,1257,2175,1
3497,1257,2087,1
3498,1257,2259,1
3499,2259,2271,1
3500,2259,1959,1
3501,2261,1719,1
3502,2261,2087,1
3503,2261,2206,1
3504,2261,2259,1
3505,1270,236,1
3506,1271,997,1
3507,1271,236,1
3508,2511,2083,1
3509,2511,2320,1
3510,2511,2141,1
3511,2511,2418,1
3512,2511,2345,1
3513,1528,1487,1
3514,1528,151,1
3515,1532,1480,1
3516,1532,1487,1
3517,1532,925,1
3518,689,1826,1
3519,689,1580,1
3520,1625,1580,1
3521,33,1701,1
3522,832,1701,1
3523,36,1066,1
3524,36,2072,1
3525,36,1974,1
3526,36,2390,1
3527,36,1701,1
3528,1250,399,1
3529,1250,1251,1
3530,1251,399,1
3531,2260,2501,1
3532,574,1962,1
3533,574,242,1
3534,574,2360,1
3535,574,2475,1
3536,574,1827,1
3537,574,1006,1
3538,574,2040,1
3539,1654,852,1
3540,1654,855,1
3541,1654,1338,1
3542,801,313,1
3543,801,1475,1
3544,2471,2245,1
3545,676,605,1
3546,676,1091,1
3547,676,1056,1
3548,676,1014,1
3549,121,1990,1
3550,121,1825,1
3551,121,731,1
3552,1060,1890,1
3553,1060,2039,1
3554,2039,1890,1
3555,310,2513,1
3556,1307,1657,1
3557,1307,1057,1
3558,1553,901,1
3559,1553,1552,1
3560,1554,901,1
3561,1554,1401,1
3562,1554,951,1
3563,1554,1552,1
3564,1554,1553,1
3565,2647,2658,1
3566,2647,2430,1
3567,1249,1734,1
3568,1249,1054,1
3569,1249,1408,1
3570,1810,1766,1
3571,2348,1783,1
3572,2348,2682,1
3573,662,181,1
3574,662,518,1
3575,1806,2279,1
3576,946,1179,1
3577,2328,1782,1
3578,1849,2163,1
3579,1007,2217,1
3580,1007,2426,1
3581,1007,1919,1
3582,1007,837,1
3583,1308,1504,1
3584,1308,1507,1
3585,423,2425,1
3586,423,1934,1
3587,423,557,1
3588,423,62,1
3589,1326,2144,1
3590,1326,2161,1
3591,1326,2434,1
3592,1326,1602,1
3593,1326,971,1
3594,1326,419,1
3595,1326,1747,1
3596,1326,248,1
3597,1326,776,1
3598,1326,105,1
3599,2556,1904,1
3600,2556,858,1
3601,643,1904,1
3602,643,2489,1
3603,643,222,1
3604,643,49,1
3605,643,50,1
3606,2112,2572,1
3607,2112,365,1
3608,2395,2665,1
3609,1129,1190,1
3610,1129,1222,1
3611,1129,809,1
3612,1129,814,1
3613,1129,919,1
3614,1129,1080,1
3615,495,270,1
3616,495,467,1
3617,573,270,1
3618,573,464,1
3619,1505,2560,1
3620,1505,932,1
3621,1505,251,1
3622,2596,2669,1
3623,2596,2680,1
3624,2596,2686,1
3625,1764,1938,1
3626,1765,1938,1
3627,1770,1938,1
3628,1770,1764,1
3629,1770,1765,1
3630,30,679,1
3631,30,231,1
3632,30,1148,1
3633,30,285,1
3634,30,2276,1
3635,2091,1944,1
3636,2091,2617,1
3637,2091,585,1
3638,2091,303,1
3639,447,630,1
3640,447,1501,1
3641,447,1471,1
3642,804,1585,1
3643,804,1664,1
3644,1779,2007,1
3645,1780,2007,1
3646,808,863,1
3647,808,1450,1
3648,808,1320,1
3649,808,1342,1
3650,314,1073,1
3651,314,1596,1
3652,314,1726,1
3653,314,156,1
3654,314,1244,1
3655,314,1684,1
3656,1182,1073,1
3657,1182,1726,1
3658,1182,1684,1
3659,2176,1914,1
3660,2176,2535,1
3661,1853,2320,1
3662,1853,1861,1
3663,1268,1898,1
3664,1268,2140,1
3665,1268,2323,1
3666,1268,1186,1
3667,1268,976,1
3668,1268,1414,1
3669,1268,788,1
3670,1268,1757,1
3671,1268,1842,1
3672,488,2053,1
3673,719,1133,1
3674,719,609,1
3675,719,520,1
3676,719,1112,1
3677,719,1838,1
3678,719,2561,1
3679,719,87,1
3680,719,1666,1
3681,719,611,1
3682,824,1215,1
3683,824,1707,1
3684,825,1215,1
3685,825,1707,1
3686,1773,2545,1
3687,1775,1771,1
3688,1775,2116,1
3689,1775,2082,1
3690,1793,2178,1
3691,1793,1775,1
3692,1793,1795,1
3693,1793,2082,1
3694,1794,2545,1
3695,1794,2178,1
3696,1794,1795,1
3697,1795,2545,1
3698,1795,2178,1
3699,1795,1775,1
3700,1795,1788,1
3701,1795,2082,1
3702,439,97,1
3703,439,388,1
3704,1550,1624,1
3705,1550,1158,1
3706,1550,1238,1
3707,1550,1199,1
3708,1550,1425,1
3709,1550,1419,1
3710,1550,1555,1
3711,1550,684,1
3712,1555,1158,1
3713,1346,1272,1
3714,1346,1281,1
3715,1346,1451,1
3716,1451,1604,1
3717,1451,1272,1
3718,663,496,1
3719,663,2393,1
3720,663,501,1
3721,650,472,1
3722,650,1557,1
3723,262,266,1
3724,1580,1577,1
3725,658,1577,1
3726,2371,2489,1
3727,2371,1126,1
3728,2372,2398,1
3729,2372,2489,1
3730,2372,1126,1
3731,793,1110,1
3732,793,959,1
3733,793,1334,1
3734,793,1694,1
3735,793,1330,1
3736,793,1734,1
3737,793,943,1
3738,793,1070,1
3739,793,1205,1
3740,793,1127,1
3741,793,856,1
3742,793,1380,1
3743,793,42,1
3744,793,1139,1
3745,793,163,1
3746,793,1069,1
3747,793,1691,1
3748,793,1455,1
3749,793,1715,1
3750,793,1249,1
3751,793,262,1
3752,793,1333,1
3753,793,1467,1
3754,1483,857,1
3755,1483,2052,1
3756,1483,2060,1
3757,1489,837,1
3758,902,910,1
3759,902,964,1
3760,902,965,1
3761,902,966,1
3762,902,981,1
3763,1896,1851,1
3764,205,600,1
3765,1052,600,1
3766,1052,1066,1
3767,1052,1051,1
3768,1052,832,1
3769,429,1514,1
3770,429,29,1
3771,1333,1514,1
3772,1333,1369,1
3773,1333,1225,1
3774,1333,1207,1
3775,1333,1224,1
3776,1333,1708,1
3777,1333,1467,1
3778,207,688,1
3779,207,1676,1
3780,207,1536,1
3781,1146,1676,1
3782,1146,820,1
3783,1153,1611,1
3784,1153,1675,1
3785,1153,942,1
3786,1153,1070,1
3787,1153,1205,1
3788,1153,1127,1
3789,1153,856,1
3790,1153,1063,1
3791,1153,1219,1
3792,1153,1410,1
3793,1153,1455,1
3794,1153,1077,1
3795,1153,1065,1
3796,1153,1113,1
3797,1153,1257,1
3798,1153,1204,1
3799,1266,1576,1
3800,1266,836,1
3801,375,1576,1
3802,375,836,1
3803,1539,924,1
3804,1539,2091,1
3805,1539,378,1
3806,1539,136,1
3807,1539,449,1
3808,481,9,1
3809,1515,936,1
3810,1515,1447,1
3811,1515,1711,1
3812,1515,1581,1
3813,2321,2370,1
3814,2321,2186,1
3815,1921,2402,1
3816,2030,2077,1
3817,2030,2659,1
3818,2030,743,1
3819,2030,744,1
3820,2030,2316,1
3821,1080,814,1
3822,729,1945,1
3823,729,67,1
3824,729,1993,1
3825,729,467,1
3826,2626,2399,1
3827,2626,2656,1
3828,2635,2231,1
3829,1800,1907,1
3830,1800,1901,1
3831,1800,2016,1
3832,1800,1995,1
3833,1800,342,1
3834,967,56,1
3835,967,1394,1
3836,967,1400,1
3837,967,957,1
3838,967,1561,1
3839,967,57,1
3840,967,847,1
3841,967,848,1
3842,967,689,1
3843,967,322,1
3844,967,306,1
3845,967,1032,1
3846,2108,1898,1
3847,2108,2140,1
3848,1365,1044,1
3849,1365,812,1
3850,696,215,1
3851,696,1672,1
3852,696,579,1
3853,969,954,1
3854,684,1425,1
3855,684,525,1
3856,1046,1344,1
3857,1047,1355,1
3858,1047,1420,1
3859,1047,603,1
3860,1047,1344,1
3861,306,1376,1
3862,1340,1075,1
3863,2017,2677,1
3864,2017,1479,1
3865,2017,1582,1
3866,1026,1433,1
3867,1026,1105,1
3868,269,24,1
3869,489,2670,1
3870,489,238,1
3871,489,301,1
3872,489,1815,1
3873,489,46,1
3874,1658,884,1
3875,1919,2431,1
3876,462,187,1
3877,462,2582,1
3878,1620,1180,1
3879,1911,1719,1
3880,1911,290,1
3881,1911,1098,1
3882,1911,2087,1
3883,1911,2206,1
3884,1911,860,1
3885,934,1353,1
3886,934,940,1
3887,934,1009,1
3888,934,1631,1
3889,934,844,1
3890,934,860,1
3891,1640,1355,1
3892,1640,603,1
3893,1648,1355,1
3894,786,791,1
3895,1192,321,1
3896,1193,1183,1
3897,2179,2183,1
3898,2179,2150,1
3899,2179,321,1
3900,1202,1183,1
3901,2303,2035,1
3902,2303,858,1
3903,2303,1951,1
3904,518,2532,1
3905,2417,2532,1
3906,970,1396,1
3907,974,844,1
3908,974,970,1
3909,1678,861,1
3910,1678,1339,1
3911,1678,1570,1
3912,728,243,1
3913,728,943,1
3914,728,1127,1
3915,728,1305,1
3916,728,1466,1
3917,1106,1305,1
3918,1106,1065,1
3919,1466,943,1
3920,1466,1650,1
3921,1467,1333,1
3922,1067,1801,1
3923,1067,834,1
3924,1067,1814,1
3925,1072,839,1
3926,2044,1149,1
3927,2044,2683,1
3928,2044,80,1
3929,32,679,1
3930,243,357,1
3931,243,53,1
3932,1119,2405,1
3933,2398,2399,1
3934,2398,2184,1
3935,614,615,1
3936,615,556,1
3937,615,98,1
3938,615,54,1
3939,2079,2609,1
3940,2080,2609,1
3941,2329,2080,1
3942,2329,1918,1
3943,2329,2589,1
3944,2329,1428,1
3945,2630,1826,1
3946,2685,2053,1
3947,2690,2053,1
3948,1846,1927,1
3949,1847,1846,1
3950,1847,1927,1
3951,630,408,1
3952,630,447,1
3953,659,695,1
3954,659,397,1
3955,659,11,1
3956,659,624,1
3957,659,625,1
3958,1696,1769,1
3959,1696,1334,1
3960,1696,1943,1
3961,1696,1872,1
3962,1696,1971,1
3963,1696,2330,1
3964,1696,2250,1
3965,1696,2175,1
3966,1696,1771,1
3967,2656,1699,1
3968,2656,799,1
3969,1699,799,1
3970,1706,799,1
3971,1706,1385,1
3972,2660,1933,1
3973,748,1933,1
3974,748,138,1
3975,1891,1149,1
3976,1891,1875,1
3977,1891,1774,1
3978,912,1149,1
3979,912,1150,1
3980,929,2442,1
3981,1898,278,1
3982,1898,2140,1
3983,767,255,1
3984,1862,1863,1
3985,1862,1964,1
3986,2270,2043,1
3987,2270,480,1
3988,995,2139,1
3989,995,956,1
3990,995,1971,1
3991,995,1985,1
3992,995,1690,1
3993,995,1230,1
3994,995,1231,1
3995,995,1232,1
3996,995,1495,1
3997,324,326,1
3998,324,278,1
3999,324,389,1
4000,324,185,1
4001,326,324,1
4002,326,278,1
4003,327,324,1
4004,327,326,1
4005,327,945,1
4006,327,1899,1
4007,327,1532,1
4008,332,324,1
4009,332,389,1
4010,332,185,1
4011,332,1064,1
4012,12,155,1
4013,1646,943,1
4014,1646,145,1
4015,817,818,1
4016,817,819,1
4017,818,817,1
4018,818,819,1
4019,1843,2626,1
4020,993,973,1
4021,267,20,1
4022,534,313,1
4023,862,2364,1
4024,862,1513,1
4025,862,1407,1
4026,862,1155,1
4027,862,785,1
4028,1368,991,1
4029,442,401,1
4030,2551,2473,1
4031,504,702,1
4032,2684,2523,1
4033,164,517,1
4034,1008,1011,1
4035,1008,1486,1
4036,1010,1011,1
4037,1010,877,1
4038,1010,1651,1
4039,1010,1182,1
4040,2584,2632,1
4041,1618,1220,1
4042,1618,1112,1
4043,1618,2343,1
4044,2598,854,1
4045,2598,956,1
4046,2598,1631,1
4047,2598,2330,1
4048,2598,1230,1
4049,2598,1232,1
4050,2604,1631,1
4051,2604,2330,1
4052,1631,2330,1
4053,1934,1816,1
4054,1736,1690,1
4055,1737,1736,1
4056,2706,1752,1
4057,2706,1138,1
4058,2706,1046,1
4059,2706,1640,1
4060,2014,2018,1
4061,2014,1828,1
4062,2018,1828,1
4063,2278,2284,1
4064,2283,2284,1
4065,2412,2255,1
4066,2412,1758,1
4067,1818,2073,1
4068,1818,1813,1
4069,1818,2029,1
4070,1952,2396,1
4071,1952,2029,1
4072,2055,2352,1
4073,238,301,1
4074,238,46,1
4075,527,2606,1
4076,2459,553,1
4077,2459,2606,1
4078,1746,1948,1
4079,1254,1464,1
4080,1254,1062,1
4081,1254,930,1
4082,687,1157,1
4083,687,2381,1
4084,687,626,1
4085,687,110,1
4086,687,1564,1
4087,687,2683,1
4088,687,1700,1
4089,687,1704,1
4090,173,1378,1
4091,173,575,1
4092,173,2485,1
4093,2214,2223,1
4094,2214,420,1
4095,360,151,1
4096,1897,2146,1
4097,1897,2182,1
4098,2019,2147,1
4099,2164,2094,1
4100,2164,2521,1
4101,2164,1749,1
4102,2164,5,1
4103,2164,515,1
4104,725,93,1
4105,725,48,1
4106,1804,2289,1
4107,1805,2289,1
4108,1805,1804,1
4109,1926,748,1
4110,1933,748,1
4111,1933,36,1
4112,137,748,1
4113,137,138,1
4114,137,416,1
4115,1941,748,1
4116,1941,1926,1
4117,138,748,1
4118,138,137,1
4119,138,892,1
4120,138,416,1
4121,138,115,1
4122,1140,2294,1
4123,1140,1311,1
4124,1140,811,1
4125,1313,1623,1
4126,1313,1655,1
4127,795,794,1
4128,951,1401,1
4129,2173,2204,1
4130,922,1416,1
4131,922,1233,1
4132,922,923,1
4133,923,1416,1
4134,923,1233,1
4135,1196,840,1
4136,2540,1857,1
4137,730,770,1
4138,730,1889,1
4139,2648,1889,1
4140,978,1825,1
4141,1966,1825,1
4142,979,1825,1
4143,191,448,1
4144,191,22,1
4145,191,395,1
4146,2005,2345,1
4147,1037,1470,1
4148,1037,1042,1
4149,1037,1610,1
4150,200,1891,1
4151,200,536,1
4152,206,1891,1
4153,206,536,1
4154,206,1042,1
4155,1042,1435,1
4156,1043,1435,1
4157,1043,1042,1
4158,286,2195,1
4159,286,178,1
4160,286,1963,1
4161,2134,2644,1
4162,2689,2209,1
4163,882,1012,1
4164,882,1616,1
4165,882,1316,1
4166,100,1611,1
4167,100,265,1
4168,100,758,1
4169,1980,2457,1
4170,1980,758,1
4171,1980,2202,1
4172,1980,262,1
4173,270,276,1
4174,2115,2000,1
4175,2115,276,1
4176,275,464,1
4177,276,2546,1
4178,276,1993,1
4179,279,464,1
4180,1253,1131,1
4181,1253,1311,1
4182,1253,811,1
4183,1656,2357,1
4184,1656,1822,1
4185,1656,527,1
4186,1656,1710,1
4187,1656,731,1
4188,1081,521,1
4189,1082,1081,1
4190,1082,2312,1
4191,1082,521,1
4192,2071,1809,1
4193,412,688,1
4194,1442,1135,1
4195,1444,1442,1
4196,1444,1135,1
4197,1445,1442,1
4198,2016,467,1
4199,2016,342,1
4200,1292,960,1
4201,1292,1085,1
4202,1292,1049,1
4203,1292,1071,1
4204,1301,960,1
4205,1301,2346,1
4206,1301,1266,1
4207,865,2560,1
4208,865,932,1
4209,865,795,1
4210,865,251,1
4211,865,1505,1
4212,155,117,1
4213,155,513,1
4214,161,713,1
4215,161,95,1
4216,161,996,1
4217,161,2311,1
4218,161,1147,1
4219,161,684,1
4220,249,652,1
4221,1579,1103,1
4222,763,241,1
4223,763,2355,1
4224,140,323,1
4225,1464,1470,1
4226,1464,1021,1
4227,1464,200,1
4228,1464,1100,1
4229,1471,1501,1
4230,1719,2363,1
4231,1719,1216,1
4232,1728,1110,1
4233,1728,129,1
4234,1728,168,1
4235,1728,1536,1
4236,1728,1474,1
4237,1728,1249,1
4238,1728,1775,1
4239,1729,1110,1
4240,2020,1857,1
4241,1407,783,1
4242,1993,1945,1
4243,1993,2546,1
4244,1993,276,1
4245,578,1877,1
4246,578,482,1
4247,578,13,1
4248,578,1122,1
4249,578,1333,1
4250,704,376,1
4251,1927,1846,1
4252,301,46,1
4253,1738,1264,1
4254,911,177,1
4255,201,143,1
4256,201,427,1
4257,2319,2479,1
4258,1409,2600,1
4259,1409,2703,1
4260,1409,789,1
4261,1409,958,1
4262,1409,2220,1
4263,1409,1797,1
4264,1038,1196,1
4265,1038,916,1
4266,214,469,1
4267,214,587,1
4268,214,78,1
4269,1155,1407,1
4270,1155,783,1
4271,1155,785,1
4272,379,756,1
4273,379,176,1
4274,2305,2183,1
4275,2305,2150,1
4276,2305,321,1
4277,1724,1538,1
4278,1724,1508,1
4279,1724,1492,1
4280,1206,1544,1
4281,1206,789,1
4282,1441,1638,1
4283,1441,1717,1
